GAGEID,COMID,svc_sd,xgb_sd,NUSVR_alpha,NuSVR_beta,GP_alpha,GP_beta,Jan_NN,Feb_NN,March_NN,April_NN,May_NN,June_NN,July_NN,Aug_NN,Sept_NN,Oct_NN,Nov_NN,Dec_NN,NN_td,Jan_XT,Feb_XT,March_XT,April_XT,May_XT,June_XT,July_XT,Aug_XT,Sept_XT,Oct_XT,Nov_XT,Dec_XT,XT_td,Jan_RF,Feb_RF,March_RF,April_RF,May_RF,June_RF,July_RF,Aug_RF,Sept_RF,Oct_RF,Nov_RF,Dec_RF,RF_td
3649630,62127886,2,2,2.274281788,0.050687153,2.274281788,0.050687153,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3209800,74046556,2,2,2.947070858,0.076049738,2.947070858,0.076049738,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,4
2407000,73014473,3,3,3.015258914,0.06186004,3.015258914,0.06186004,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
ADHI_1038,12068338,0,0,0.017319965,0.317876292,0.017319965,0.317876292,1,1,1,1,1,0,0,0,0,1,0,1,6,1,1,1,0,1,1,1,0,0,0,0,1,6,0,0,0,0,1,1,1,0,0,0,0,0,3
ADHI_1034,12054929,1,0,0.005748949,0.241560646,0.005748949,0.241560646,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,0,1,1,1,9,1,1,1,0,0,1,0,0,1,1,1,1,7
5708200,56000604,2,2,3.811698801,0.042843538,3.811698801,0.042843538,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
5304167,56165934,0,0,0.035548991,0.126939924,0.035548991,0.126939924,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,3
3635100,62069970,2,3,3.927611008,0.032977793,3.927611008,0.032977793,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635010,62052966,1,3,3.79595666,0.035448763,3.79595666,0.035448763,0,1,1,1,1,1,1,1,1,1,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10
11805,31007387,2,0,4.888083044,0.067353222,4.888083044,0.067353222,0,0,0,0,1,1,1,1,1,0,0,0,5,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
ADHI_1069,12052814,0,0,0.005324277,0.370616974,0.005324277,0.370616974,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
6139070,21003976,1,1,2.690304681,0.148776342,2.690304681,0.148776342,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,1,0,6
4213560,71021823,1,1,0.728291402,0.04206259,0.728291402,0.04206259,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,0,0,1,1,1,1,1,6,1,0,0,0,1,0,0,1,1,1,1,1,6
4213555,71040070,2,2,0.435847343,0.107297926,0.435847343,0.107297926,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,1,1,0,1,1,1,1,1,7,1,0,0,0,1,1,1,1,1,1,1,1,8
4203070,81006891,0,0,1.458310911,0.05520583,1.458310911,0.05520583,0,0,0,0,1,1,1,1,1,1,1,0,7,1,0,1,0,1,1,1,1,1,1,1,1,9,1,0,1,0,1,1,1,1,1,1,1,1,9
3638200,62068785,2,3,5.093519428,0.028691123,5.093519428,0.028691123,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
1196330,12061195,3,2,1.220805572,0.166723322,1.220805572,0.166723322,1,1,1,0,0,1,0,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
6227430,21018699,1,1,0.494704349,0.134668561,0.494704349,0.134668561,0,0,0,0,0,1,1,1,1,1,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1,5,1,0,0,0,0,0,1,1,1,1,1,1,6
5606042,56155628,1,1,0.19117447,0.244137005,0.19117447,0.244137005,0,1,1,1,1,1,1,1,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5202228,56165591,2,2,1.750486923,0.06409728,1.750486923,0.06409728,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,1,1,4
3635301,62099968,3,3,3.424337139,0.036529393,3.424337139,0.036529393,1,1,0,1,1,1,1,1,1,0,0,0,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
ADHI_1036,12060691,0,0,0.01423221,0.271556416,0.01423221,0.271556416,1,1,1,1,1,0,0,0,0,1,0,1,6,1,1,0,0,1,1,1,1,0,0,1,1,7,0,0,0,0,1,1,1,0,0,0,0,0,3
11126000,77028081,1,1,0.929720044,0.089501953,0.929720044,0.089501953,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8
6846500,74038340,0,1,0.166733866,0.366219543,0.166733866,0.366219543,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2
3649255,62126989,2,3,3.760561923,0.033873407,3.760561923,0.033873407,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
1160760,12092402,1,1,0.293537414,0.20245111,0.293537414,0.20245111,1,1,1,0,1,0,0,1,0,1,1,1,7,1,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,3
ADHI_1037,12059664,0,0,0.015305866,0.300149714,0.015305866,0.300149714,1,1,1,1,1,0,0,0,1,1,1,1,8,1,1,1,0,1,1,1,0,0,0,1,1,7,0,0,0,0,1,1,1,0,0,0,0,0,3
ADHI_1019,12044225,0,0,0.007972457,0.286307571,0.007972457,0.286307571,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,0,1,1,1,9,1,1,1,0,0,1,1,1,0,1,1,1,8
10293050,77014705,2,2,1.281888243,0.050596557,1.281888243,0.050596557,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,1,1,1,1,1,1,1,1,7
6503300,23004755,2,2,4.546371687,0.159562045,4.546371687,0.159562045,1,0,0,0,1,1,1,1,1,1,1,0,8,1,0,0,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
6024580,74010215,2,2,1.165885357,0.079510835,1.165885357,0.079510835,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,0,0,1,1,1,1,1,1,1,1,9
saba_derol,45059973,2,2,0.6174389,0.081905731,0.6174389,0.081905731,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
6155900,74001187,2,2,0.0149979,0.19619784,0.0149979,0.19619784,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,1,1,1,1,1,1,1,1,1,8
5607520,56045463,1,1,0.03558002,0.250136658,0.03558002,0.250136658,1,1,1,0,1,0,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3650690,63004226,3,1,0.164975647,0.157149923,0.164975647,0.157149923,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,11
3617110,62099015,3,3,2.000624787,0.060720287,2.000624787,0.060720287,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
1526200,14084694,2,1,0.177072669,0.064475715,0.177072669,0.064475715,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,0,0,0,0,1,7
9240020,77006692,1,2,1.511903335,0.146484967,1.511903335,0.146484967,1,1,0,0,1,1,0,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
8227000,75000070,2,1,0.339319928,0.161037101,0.339319928,0.161037101,1,1,1,1,1,1,0,0,1,0,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,11
7119700,74045839,2,2,0.038333251,0.39298671,0.038333251,0.39298671,0,1,0,1,1,1,1,0,0,0,0,1,5,0,0,0,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0,6
7099400,74045868,1,1,0.223035871,0.237094119,0.223035871,0.237094119,1,1,0,1,1,1,1,1,1,1,1,1,10,1,1,0,0,0,1,1,1,1,1,1,1,8,1,0,0,0,0,1,1,1,1,1,1,1,7
7097000,74045887,1,1,0.284603263,0.218352284,0.284603263,0.218352284,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
7093700,74045948,1,1,0.752496037,0.183358069,0.752496037,0.183358069,1,1,1,0,1,1,0,1,1,1,1,1,9,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
7086000,74039307,1,1,1.972246027,0.163419226,1.972246027,0.163419226,1,1,0,0,0,1,0,1,1,1,1,1,7,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
6754000,74029595,1,1,0.237027507,0.229950926,0.237027507,0.229950926,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,0,0,1,1,1,1,1,1,1,6
6428200,74009621,2,2,0.009650268,0.15978472,0.009650268,0.15978472,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1,1,1,1,1,1,1,0,0,7,0,0,0,1,1,1,1,1,1,0,0,0,6
6023100,74009994,1,1,0.459763887,0.07572764,0.459763887,0.07572764,1,0,0,0,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
5304166,56165827,0,0,0.029125301,0.128152904,0.029125301,0.128152904,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,3
5137600,51009919,2,1,10.67916385,0.092754198,10.67916385,0.092754198,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,0,1,1,1,1,1,6
4214035,72003723,0,0,2.670237345,0.059182245,2.670237345,0.059182245,0,0,0,0,1,1,1,1,1,1,0,0,6,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8
4103250,81019415,0,0,2.073228533,0.05669387,2.073228533,0.05669387,0,0,0,0,0,1,1,1,1,1,1,0,6,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
3635408,62099167,2,2,2.946460498,0.041636548,2.946460498,0.041636548,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635360,62102284,3,3,4.031490272,0.033204933,4.031490272,0.033204933,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3617805,62126800,3,3,1.903450915,0.05169942,1.903450915,0.05169942,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
1545800,73003043,2,2,5.324079551,0.058177993,5.324079551,0.058177993,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,4
1531550,14048769,2,2,2.272637049,0.044908364,2.272637049,0.044908364,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,0,1,1,1,1,1,1,1,1,0,0,0,8
efrs_cheng,45097721,1,1,0.468499795,0.090822046,0.468499795,0.090822046,0,0,0,1,1,1,1,1,1,0,0,1,6,0,1,1,1,1,1,1,1,1,0,0,0,8,0,0,1,1,1,1,1,1,1,0,0,0,7
4152560,77001109,2,2,0.095812422,0.221425748,0.095812422,0.221425748,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8
3667400,64026416,2,1,0.364527853,0.054208511,0.364527853,0.054208511,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,1,1,1,1,1,1,7,1,0,0,0,0,0,0,0,1,1,1,1,4
3617812,62126903,1,1,1.486549974,0.053807373,1.486549974,0.053807373,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3271500,74037380,3,3,2.515186292,0.150669026,2.515186292,0.150669026,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
1531050,14048717,2,2,0.785460005,0.073267554,0.785460005,0.073267554,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,0,1,1,1,1,1,1,1,1,0,0,0,8
4208422,82017268,2,1,0.99010519,0.080294946,0.99010519,0.080294946,0,0,0,0,0,1,1,1,1,1,1,0,6,1,1,0,0,1,1,1,1,1,1,1,1,9,1,0,0,0,1,1,1,1,1,1,1,1,8
3659100,64000468,3,3,4.502156997,0.033664562,4.502156997,0.033664562,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635420,62101023,3,3,4.087320331,0.033518249,4.087320331,0.033518249,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635402,62084449,3,3,3.39453051,0.037733578,3.39453051,0.037733578,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635350,62102104,3,3,3.808171216,0.033567326,3.808171216,0.033567326,1,1,0,1,0,1,1,1,1,0,0,0,7,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3617810,62113387,3,3,1.906768972,0.051713387,1.906768972,0.051713387,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
2488000,74069970,2,2,3.469624943,0.051081793,3.469624943,0.051081793,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
3861,35001959,1,1,1.812918389,0.094258744,1.812918389,0.094258744,0,0,0,0,1,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7,1,1,0,0,0,1,1,1,1,1,1,1,8
ADHI_1044,12059993,0,0,0.015546248,0.292582839,0.015546248,0.292582839,1,1,1,1,1,0,0,0,0,1,1,1,7,1,1,1,0,1,1,1,0,0,0,1,1,7,0,0,0,0,1,1,1,0,0,0,0,0,3
12417610,78015588,2,2,3.126906226,0.31886924,3.126906226,0.31886924,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,1,1,1,1,1,1,1,1,8
6573150,24021590,2,2,3.037673759,0.110872243,3.037673759,0.110872243,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6559120,21003352,0,1,11.26265126,0.081477323,11.26265126,0.081477323,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,0,1,1,1,1,1,0,5
6139284,21003460,2,1,3.714594299,0.060704973,3.714594299,0.060704973,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
5142550,51010645,2,0,11.57047251,0.039287077,11.57047251,0.039287077,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,0,1,1,1,1,1,6
5141400,51011497,2,0,11.0063594,0.038850695,11.0063594,0.038850695,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,0,1,1,1,1,1,6
5141250,51010653,2,2,20.93332333,0.073450451,20.93332333,0.073450451,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
3666600,64011389,1,1,0.113978031,0.059432489,0.113978031,0.059432489,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,1,1,1,1,1,1,7,1,0,0,0,0,0,0,1,1,1,1,1,5
3666500,64001873,1,3,2.620913119,0.04037331,2.620913119,0.04037331,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3666250,64002610,1,1,2.262994153,0.045351128,2.262994153,0.045351128,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3653250,64042293,2,2,3.956730827,0.145114396,3.956730827,0.145114396,1,1,1,1,1,1,1,1,0,0,1,1,9,1,1,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,1,1,1,3
3649610,62140192,2,2,3.528871722,0.036356325,3.528871722,0.036356325,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649251,62113539,2,3,2.754077791,0.034299221,2.754077791,0.034299221,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649242,62116391,2,3,2.966412256,0.03397081,2.966412256,0.03397081,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649241,62115893,2,3,2.516328951,0.034368626,2.516328951,0.034368626,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649240,62115783,2,3,2.48754227,0.033977233,2.48754227,0.033977233,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649211,62114430,2,3,2.015814971,0.037112996,2.015814971,0.037112996,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649210,62114506,2,3,2.305998349,0.035351282,2.305998349,0.035351282,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649160,62127707,2,2,2.138250415,0.02095259,2.138250415,0.02095259,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,0,0,0,0,1,1,1,1,1,1,7
3649151,62127824,3,2,2.340419971,0.034655297,2.340419971,0.034655297,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649150,62127446,3,2,1.910772702,0.031813618,1.910772702,0.031813618,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,0,1,1,1,1,1,1,8
3649140,62130090,2,2,2.297736802,0.020907791,2.297736802,0.020907791,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,0,1,1,1,1,1,1,7
3649130,62129369,2,2,1.754521349,0.042006759,1.754521349,0.042006759,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649120,62128356,2,2,2.335901467,0.037880322,2.335901467,0.037880322,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649110,62130637,2,2,2.545442274,0.019995924,2.545442274,0.019995924,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,0,1,1,1,1,1,1,7
3649040,62129561,2,2,2.562934514,0.036819486,2.562934514,0.036819486,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3637900,62114429,2,3,2.900850054,0.038737219,2.900850054,0.038737219,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635451,62113419,2,2,3.63916953,0.041475015,3.63916953,0.041475015,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635450,62113414,2,2,3.446821658,0.041419329,3.446821658,0.041419329,1,1,1,1,1,1,1,1,1,1,1,0,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635440,62113848,2,2,2.937430881,0.044919528,2.937430881,0.044919528,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635430,62100176,2,2,2.790669696,0.036999557,2.790669696,0.036999557,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635410,62113412,2,2,2.912615178,0.043291408,2.912615178,0.043291408,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635340,62102444,3,3,3.88630691,0.033001535,3.88630691,0.033001535,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635320,62089166,3,3,4.685315047,0.031263658,4.685315047,0.031263658,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635310,62085230,3,3,4.007641549,0.033453694,4.007641549,0.033453694,1,1,0,1,0,1,1,1,1,0,0,0,7,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3635060,62100056,3,3,4.644925454,0.034246459,4.644925454,0.034246459,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3617820,62116324,2,2,2.95077928,0.038099904,2.95077928,0.038099904,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3617120,62101008,2,2,4.627983178,0.031950249,4.627983178,0.031950249,0,1,1,1,1,1,1,1,0,0,0,0,7,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
2906900,42017801,2,2,1.090610338,0.104549868,1.090610338,0.104549868,0,0,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8
1733600,14076967,1,1,0.534735014,0.047790756,0.534735014,0.047790756,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,0,0,1,9,0,1,1,1,1,1,1,1,0,0,0,0,7
1531800,14057790,2,2,0.602317938,0.072430607,0.602317938,0.072430607,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
1159810,12074414,1,1,0.148948318,0.262393941,0.148948318,0.262393941,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0,4
3489,35027613,1,0,2.417092221,0.097071801,2.417092221,0.097071801,0,0,0,0,1,1,1,1,1,1,1,0,7,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,1,1,10
cauv_thevu,45100337,2,2,0.347653574,0.053971668,0.347653574,0.053971668,0,0,0,0,1,1,1,1,1,0,1,1,6,0,0,1,1,1,1,1,1,1,0,0,0,7,0,0,0,1,1,1,1,1,1,0,0,0,6
6128702,21003847,2,2,3.482423788,0.085990987,3.482423788,0.085990987,0,0,0,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6122110,23014278,2,2,1.344855494,0.079873787,1.344855494,0.079873787,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
3629001,62022236,2,2,9.929229429,0.02408315,9.929229429,0.02408315,1,0,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,1,0,0,0,0,1,1,1,1,1,7
1531450,14057653,2,2,0.869265151,0.057909292,0.869265151,0.057909292,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
